X,polarity,center,normalized,aspect,tense,number,Y,Y_POS,Y_number,Y_animacy,Y_case,Full context,Created,Title,Sphere,Medium
[я],neg,осилил,осилить,perf,past,sing,двадцать-тридцать листов,NUMR,,,accs,Последние двадцать-тридцать листов так и не осилил,2000,"Юрий Буйда. Щина // «Знамя», 2000",художественная,журнал
я,pos,осилил,осилить,perf,past,sing,иллюстрацию,NOUN,sing,inan,accs,"Иллюстрацию к легенде я с невероятными муками осилил и даже, как хотел того Демьян, изобразил на заднем плане Афины тонкими штрихами",2000,Борис Ефимов. Десять десятилетий (2000),публицистика | нехудожественная,книга
она,neg,осилила,осилить,perf,past,sing,поставить,INFN,,,,"Вернувшись домой, она закрыла дверь на все задвижки, приперла ее столом, хотела и шкаф сюда же поставить, но не осилила",2000,"Владимир Войнович. Монументальная пропаганда // «Знамя», 2000",художественная,журнал
Украину,neg,осилит,осилить,perf,futr,sing,"ни ту, ни другую сумму",,,,accs,"Впрочем, все понимают, что Украина не осилит ни ту, ни другую сумму",2000,"«Газпром» меняет долги на металлургию (2000) // «Коммерсантъ-Власть», 29.08.2000",публицистика | нехудожественная,журнал
он,neg,осилил,осилить,perf,past,sing,"большой, флакончик",NOUN,sing,inan,accs,"Она хотела литровую бутыль, но ее бедный любовник прислал маленький флакончик, большой он не осилил",2000,Людмила Улицкая. Пиковая дама (1995-2000),художественная,книга
[мы],neg,осилим,осилить,perf,futr,plur,,,,,,"Чувствуем -- не осилим, не можем",2000,Виктор Розов. Удивление перед жизнью (1960-2000),публицистика | нехудожественная,книга
дядька,neg,осилит,осилить,perf,futr,sing,,,,,,"Кинулся дядька за вором, но видит, что не осилит",2000,Коллекция анекдотов: воры (1970-2000),художественная,электронный текст
Юха,pos,осилил,осилить,perf,past,sing,пару таких,NOUN,sing,inan,accs,"Юха, оказывается, за ночь пару таких осилил",2001,"Геннадий Прашкевич, Александр Богдан. Человек «Ч» (2001)",художественная,книга
он,pos,осилил,осилить,perf,past,sing,«Час червей»,NOUN,sing,inan,accs,"Ему, Ломакину, не чудится, он не шизофреник Садовников, он, черт побери, почти осилил «Час червей",2001,Андрей Измайлов. Трюкач (2001),художественная,книга
организм,pos,осилил,осилить,perf,past,sing,,,,,,"Любой самый примитивный организм даже способен получить удовольствие от прочитанного, хотя бы удовольствие преодоления: во! одолел! осилил! прочел",2001,Андрей Измайлов. Трюкач (2001),художественная,книга
они,neg,осилили,осилить,perf,past,plur,книжку,NOUN,sing,inan,accs,"Молодчикам, будут панибратствовать, место укажу (пониже-пониже!), ибо я уже князь, а они все в грязи -- книжку не осилили, то-то, а я смог прочитать и даже понять... да что там... я и написать такое -- ни хрена не стоит",2001,Андрей Измайлов. Трюкач (2001),художественная,книга
он,pos,осилил,осилить,perf,past,sing,"ее, инвалидность",NPRO,sing,inan,accs,"Ему грозила инвалидность, но он ее осилил",2001,Александр Городницкий. «И жить еще надежде» (2001),публицистика | нехудожественная,книга
я,pos,осилил,осилить,perf,past,sing,писанину,NOUN,sing,inan,accs,"Меня, однако, утешил мой давний друг поэт Игорь Губерман, который, прочитав мои воспоминания, заметил: «Старик, я с трудом осилил твою писанину",2001,Александр Городницкий. «И жить еще надежде» (2001),публицистика | нехудожественная,книга
он,pos,осилил,осилить,perf,past,sing,две песни,NUMR,,,accs,"Так что если Мандельштам прочел их список до середины, значит, он, по меньшей мере, две песни (почти две) осилил, точно",2001,"Александр Кушнер. «С Гомером долго ты беседовал один...» (2001) // «Звезда», 2003",публицистика | нехудожественная,журнал
Солоненко,neg,осилил бы,осилить,perf,past,sing,,,,,,"Само собой, здание не принадлежало «Ауре плюс» -- будь Солоненко трижды великим и ужасным, не осилил бы материально",2001,Андрей Измайлов. Трюкач (2001),художественная,книга
[я],neg,осилил,осилить,perf,past,sing,,,,,,"И не осилил по совсем иным причинам, чем мандраж перед сложно заряженными трюками",2001,Андрей Измайлов. Трюкач (2001),художественная,книга
[ты],pos,осилишь,осилить,perf,futr,sing,,,,,,Если осилишь,2001,Андрей Измайлов. Трюкач (2001),художественная,книга
мы,pos,осилили,осилить,perf,past,plur,работу,NOUN,sing,inan,accs,"До сих пор не представляю, как мы такую работу осилили",2001,"Татьяна Тарасова, Виталий Мелик-Карамов. Красавица и чудовище (1984-2001)",публицистика | нехудожественная,книга
Мандельштам и Ахматова,pos,осилили,осилить,perf,past,plur,задание,NOUN,sing,inan,nomn,"И он никогда не смог бы сочинить ни строки -- для власти, каковое задание с трудом и весьма посредственно -- и властям достало чутья эту натужность оценить -- осилили даже Мандельштам и Ахматова, не говоря уж о любимом Ленечкой Маяковском",2001,Николай Климонтович. Далее ― везде (2001),художественная,книга
мы,pos,осилили,осилить,perf,past,plur,ее,NPRO,sing,,accs,"Глядя из сегодняшнего дня, я не представляю, как мы ее осилили",2001,"Татьяна Тарасова, Виталий Мелик-Карамов. Красавица и чудовище (1984-2001)",публицистика | нехудожественная,книга
Володя,pos,осилил,осилить,perf,past,sing,,,,,,Но Володя осилил,2001,Алла Сурикова. Любовь со второго взгляда (2001),публицистика | нехудожественная,книга
идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,Как там -- дорогу осилит идущий,2001,Евгений Прошкин. Механика вечности (2001),художественная,книга
[мы],pos,осилили,осилить,perf,past,plur,постановку,NOUN,sing,inan,accs,"Кое-как осилили довольно трудную постановку, и ребята хорошо играли",2001,"Е. А. Ковалевская. Реквием // «Звезда», 2001",художественная,журнал
мы,pos,осилим,осилить,perf,futr,plur,,,,,,"Алеша ввяжется в эту никчемную авантюру, тогда придется и мне впрягаться, только вдвоем осилим мы то, что даст нам вроде бы свободу и деньги",2002,"Анатолий Азольский. Диверсант // «Новый Мир», 2002",художественная,журнал
она,neg,осилила,осилить,perf,past,sing,учебу,NOUN,sing,inan,accs,"Как бы то ни было, учебу в техникуме она не осилила и вынуждена была пойти на работу туда, куда взяли: в круглосуточный ларек",2002,Елена Белкина. От любви до ненависти (2002),художественная,книга
ты,pos,осилишь,осилить,perf,futr,sing,выписку,NOUN,sing,inan,accs,"Ты как, осилишь выписку",2002,"Анатолий Азольский. Диверсант // «Новый Мир», 2002",художественная,журнал
Дима,pos,осилит,осилить,perf,futr,sing,сам,ADJF,sing,anim,accs,Дима сам все осилит и достигнет мечты,2002,"Помогите, пожалуйста! (2002) // «Домовой», 04.08.2002",публицистика | нехудожественная,журнал
ножницы,pos,осилят,осилить,perf,futr,plur,лист,NOUN,sing,inan,accs,"Высечные ножницы СР-835 весом в килограмм и длиной в 19 см осилят стальной лист толщиной 1,5 мм и алюминиевую пластину в 2,5 мм",2002,"Мужское хозяйство: Спертый воздух - в удовольствие (2002) // «Автопилот», 15.06.2002",публицистика | нехудожественная,журнал
ты,pos,осилил,осилить,perf,past,sing,водораздел,NOUN,sing,inan,accs,"И только тут ты понимаешь, что случилось самое важное: ты осилил водораздел",2002,"Николай Пеньков. Была пора (2002) // «Наш современник», 15.06.2002",публицистика | нехудожественная,журнал
,neg,осилишь,осилить,perf,futr,sing,брода,NOUN,sing,inan,gent,"Но, не войдя в воду, не осилишь брода",2002,"Владимир Скрипкин. Тинга // «Октябрь», 2002",художественная,журнал
Ять,neg,осилил,осилить,perf,past,sing,«Проблемы структуры»,NOUN,plur,inan,accs,"Правда, сущим кумиром этой молодой публики оказался почему-то Льговский, чьи «Проблемы структуры» Ять так и не осилил, ибо не верил в возможность статистического подхода к лирике",2002,Дмитрий Быков. Орфография (2002),художественная,книга
,neg,осилишь,осилить,perf,futr,sing,разруху и лень,NOUN,sing,inan,accs,"Разруху и лень увещеваниями, лаской да добротой не осилишь",2002,Влада Валеева. Скорая помощь (2002),художественная,книга
"ни муж, ни жена",neg,осилит,осилить,perf,futr,sing,ремонт,NOUN,sing,inan,accs,"Ремонт не осилит по отдельности ни муж, ни жена",2002,"Любовь Аксененко. Критический возраст семьи (2002) // «Семейный доктор», 15.10.2002",публицистика | нехудожественная,журнал
он,neg,осиливал,осиливать,impf,past,sing,"их, поручений",NOUN,,inan,gent,"Сколько-нибудь сложных поручений ему нельзя было давать: он не осиливал их и очень от этого страдал, опасаясь, что недостаточная исполнительность может повредить его службе",2002,"Н. А. Мельников. 19 лет на земской службе (1898-1916) // «Звезда», 2002",публицистика | нехудожественная,журнал
она,neg,осилила,осилить,perf,past,sing,"их, ""Казаков""",NPRO,plur,,accs,"Нонне выдали ""Казаков "" Толстого, она их не осилила и решила, что больше книжек в руки не возьмет",2002,"Наталья Склярова. Казаки-разбойники // «Вечерняя Москва», 2002.01.10",публицистика,газета
[я],neg,осилю,осилить,perf,futr,sing,дом,NOUN,sing,inan,accs,"Думал, что и дом уже не осилю, но, кажется, осилю",2002,"Федор Чеханков: Ненависть меня разрушает // «Витрина читающей России», 2002.09.13",публицистика,журнал
[я],pos,осилю,осилить,perf,futr,sing,дом,NOUN,sing,inan,accs,"Думал, что и дом уже не осилю, но, кажется, осилю",2002,"Федор Чеханков: Ненависть меня разрушает // «Витрина читающей России», 2002.09.13",публицистика,журнал
он,pos,осилил,осилить,perf,past,sing,восемь классов,NUMR,,,accs,"По всему замечалось, что учеба в общеобразовательной школе, восемь классов которой он с трудом осилил, была запущена с самых первых дней, поэтому знаниями и, что важно, способностями к их приобретению, мой сосед не блистал",2002,"Л. В. Нетребо. Люгру // «Уральская новь», 2002",художественная,журнал
она,pos,осилит,осилить,perf,futr,sing,,,,,,"Я бы показала вам, но не решаюсь без биологов, она у нас такая маленькая, осилит ли",2002,Ольга Ляпунова. Отчет-лоция о путешествии в Крым (2002),бытовая | нехудожественная,электронный текст
я,neg,осилил бы,осилить,perf,past,sing,тягомотину,NOUN,sing,inan,accs,"Да я бы раньше такую тягомотину, как «Идиот», в жизнь не осилил бы",2002,"Николай Пеньков. Была пора (2002) // «Наш современник», 15.06.2002",публицистика | нехудожественная,журнал
идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,Дорогу осилит идущий,2002,П. В. Жеребцова. Дневник (2002),бытовая | нехудожественная,книга
ГАК,pos,осилит,осилить,perf,futr,sing,молдаван,NOUN,plur,anim,accs,"Я даже не знаю, можем ли мы позволить себе говорить об этой команде как о потенциальном сопернике "" Локомотива "", не очень-то уверен, что ГАК в своем нынешнем состоянии осилит молдаван """,2002,"Дмитрий Навоша, Юрий Дудь. «Команду Семина можно поздравить с выходом в Лигу чемпионов». Путь «Локомотива» в главный евротурнир снова лежит через Австрию // «Известия», 2002.07.26",публицистика,газета
тот,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,"Дорогу к победе в чемпионате осилит тот, кто амбициознее",2002,"Алексей Демин. Кому больше всех надо. Дорогу к победе в чемпионате осилит тот, кто амбициознее // «Известия», 2002.03.22",публицистика,газета
она,pos,осилила,осилить,perf,past,sing,два абзаца,NUMR,,inan,gent,"На самом деле она честно пыталась, но осилила два первых абзаца",2002,Мария Галина. Покрывало для Аваддона (2002),художественная,книга
она,pos,осилит,осилить,perf,futr,sing,диссертацию,NOUN,sing,inan,accs,"Если она еще и диссертацию осилит, то при ее добросовестности это будет наверняка хорошая работа, нужная",2002,Влада Валеева. Скорая помощь (2002),художественная,книга
[они],pos,осилят,осилить,perf,futr,plur,,,,,,"Если гвозди есть у баб, пусть забьют, авось осилят",2002,В. Д. Алейников. Тадзимас (2002),художественная,книга
мы с Витей,pos,осилили,осилить,perf,past,plur,канаву,NOUN,sing,inan,accs,"А тут осень, дожди, слякоть, но -- осилили мы с Витей эту канаву",2002,В. З. Санников. Записки простодушного (2000-2002),публицистика | нехудожественная,книга
[я],pos,осилю,осилить,perf,futr,sing,,,,,,"Сегодня перед сном, может, осилю",2002,"Нина Катерли. «Сквозь сумрак бытия» // «Звезда», 2002",публицистика | нехудожественная,журнал
дума,neg,осилит,осилить,perf,futr,sing,дома,NOUN,sing,inan,accs,Больше одного детского дома облдума не осилит,2003,"Сергей Любимов. Больше одного детского дома облдума не осилит (2003) // «Богатей» (Саратов), 22.05.2003",публицистика | нехудожественная,газета
мужчины из «Забавы» осилили,pos,осилили,осилить,perf,past,plur,шестиголосие,NOUN,sing,inan,accs,"После изучения коллекции песен братьев Малофеевых из села Вязовка Базарно-Карабулакского района, где издревле шла засечная черта и мужская традиция ярко развита, мужчины из «Забавы» осилили шестиголосие и записали а-капела (без гармошки, без ля-ля -- лю-лю) старинные подлинные саратовские песни",2003,"«Забава» у нас такая (2003) // «Народное творчество», 18.08.2003",публицистика | нехудожественная,журнал
[я],pos,осилил,осилить,perf,past,sing,секреты,NOUN,plur,inan,accs,"Осилить секреты фольклора оказалось делом непростым, но когда осилил, захотелось большего",2003,"«Забава» у нас такая (2003) // «Народное творчество», 18.08.2003",публицистика | нехудожественная,журнал
которые,pos,осилили,осилить,perf,past,plur,строительство,NOUN,sing,inan,accs,"А вот тем людям, которые в свое время осилили на собственные средства строительство частного дома",2003,"Марина Юдкевич. Была у «старого русского» избушка лубяная. А стала золотая... (2003) // «Вечерняя Казань», 14.01.2003",публицистика | нехудожественная,газета
северяне,pos,осилили,осилить,perf,past,plur,южан,NOUN,plur,anim,accs,Северяне осилили южан,2003,"Александр Пятигорский, Игорь Смирнов. О вреде и пользе истории и философии для жизни (2003) // «Неприкосновенный запас», 12.09.2003",публицистика | нехудожественная,журнал
Дубна,neg,осилит,осилить,perf,futr,sing,"ее, цену",NPRO,sing,inan,accs,"С этим связана и высокая цена фильма -- Дубна, к сожалению, вряд ли ее осилит",2003,"Владимир Труба, Игорь Немучинский. «Встреча» держит ответ (2003) // «Встреча» (Дубна), 11.06.2003",публицистика | нехудожественная,газета
вы,pos,осилите,осилить,perf,futr,plur,текст,NOUN,sing,inan,accs,"И если вы осилите весь текст, то полюбите Грузию и пожалеете Россию",2003,"Андрей Битов. Русский устный и русский письменный // «Звезда», 2003",художественная,журнал
идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,Дорогу осилит идущий,2003,"Дмитрий Ковшуля. Три дня из жизни бензовоза // «Звезда», 2003",художественная,журнал
[он],pos,осилил,осилить,perf,past,sing,это,PRCL,,,,"Проскакивал его и эдак кокетливо поводил узкими плечиками: мол, погляди каков, и это осилил",2003,Семен Данилюк. Бизнес-класс (2003),художественная,книга
сход,pos,осилил,осилить,perf,past,sing,главу,NOUN,sing,anim,accs,"Виданное ли дело, чтобы сход главу администрации осилил",2003,"Владимир Воронов. Восстановительный откат (2003) // «Еженедельный журнал», 23.06.2003",публицистика | нехудожественная,журнал
идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,Дорогу осилит идущий,2003,"Виктория Абраменко. Игорь Юргенс: «...мы будет пробивать это силами немаленького Бендукидзе» // «Газета», 2003",публицистика | нехудожественная,газета
экономика,neg,осилила бы,осилить,perf,past,sing,строительство,NOUN,sing,inan,accs,"Экономика королевской Румынии никогда не осилила бы сложное и дорогостоящее оборонное строительство, о котором говорили мне товарищи",2003,"Максим Кустов. Кто проиграл Сталинград? (2003) // «Совершенно секретно», 02.03.2003",публицистика | нехудожественная,газета
он,pos,осилил,осилить,perf,past,sing,бездну,NOUN,sing,inan,accs,"Сказав о том, что все понастоящему образованные и интеллектуальные люди -- антисемиты, и причислив всех «юдофилов» к посредственным натурам, Гладкий должен теперь доказать, что он-то «осилил бездну премудрости» и причисляет себя к интеллектуалам по праву",2003,"Дмитрий Верхотуров. Пособие для антисемитоискателя (2003) // Интернет-альманах «Лебедь», 23.11.2003",публицистика | нехудожественная,электронное издание
Андрей,pos,осиливал,осиливать,impf,past,sing,подъем,NOUN,sing,inan,accs,И Андрей во второй раз осиливал этот затяжной подъем,2003,"Дмитрий Ковшуля. Три дня из жизни бензовоза // «Звезда», 2003",художественная,журнал
жилстрой,pos,осиливает,осиливать,impf,pres,sing,,,,,,"Кстати, он постоянно увеличивается, только за последние годы по ветхости выбыло около 65,4 млн кв. метров, или 2,4% от общего фонда страны, -- почти вдвое больше, чем осиливает наш жилстрой за год",2003,"Жилстрой в застое. Как выйти из стагнации? (2003) // «Строительство», 27.01.2003",публицистика | нехудожественная,газета
я,pos,осилила,осилить,perf,past,sing,физику,NOUN,sing,inan,accs,"Да я бы и вашу физику осилила, но времени нет, должна срочно вернуться домой",2003,"Владимир Матлин. Относительное и абсолютное (2003) // «Вестник США», 06.08.2003",публицистика | нехудожественная,газета
которые,neg,осилят,осилить,perf,futr,plur,взнос,NOUN,sing,inan,accs,"Но как быть с самым многочисленным слоем бюджетников -- учителями, врачами, пенсионерами, имеющими строго фиксированную ставку, которые не осилят первоначальный взнос в размере 30%",2003,"ДЕЗы от Чубайса // «Газета», 2003",публицистика | нехудожественная,газета
он,neg,осилил,осилить,perf,past,sing,всех глубин и красот,,,,accs,"В книге «Об искусстве фортепьянной игры» Генрих Густавович вспоминал тот период: «Я про себя думал так: пусть Гилельс (когда он был еще аспирантом МГК пока еще играет эту вещь (например, балладу Шопена или сонату Бетховена) недостаточно одухотворенно, он еще не осилил умом и чувством всех глубин и красот; но я все-таки не буду слишком вмешиваться: то, что я могу ему сказать и внушить, он через некоторое время сам сумеет сделать (в своем, а не в моем стиле), а для настоящего художника, как я уже говорил, это решающий момент в работе и развитии",2003,Н. В. Кожевникова. Сосед по Лаврухе (2003),публицистика,книга
ты,neg,осилишь,осилить,perf,futr,sing,меня,NPRO,sing,,accs,"Франсуа прошептал: «Ты меня не поймешь, ты меня не осилишь, тем хуже, тем хуже",2003,"А. В. Застырец. Materies. Книга о вещах и веществах // «Уральская новь», 2003",художественная,журнал
люди,neg,осилили,осилить,perf,past,plur,бездны,NOUN,sing,inan,gent,"Это «посредственные» люди не осилили бездны премудрости, а плохо переваренный научный материал заглушил в них голос натуры",2003,"Дмитрий Верхотуров. Пособие для антисемитоискателя (2003) // Интернет-альманах «Лебедь», 23.11.2003",публицистика | нехудожественная,электронное издание
я,neg,осилил,осилить,perf,past,sing,«Индуизма»,NOUN,,,accs,"Не осилил я «Индуизма» Н. Гусевой и думал наивно, что в книге ее об Индии сказочной толк",2003,"Семен Резник. «Выбранные места из переписки с друзьями». Сюжет второй (2003) // «Вестник США», 17.09.2003",публицистика | нехудожественная,газета
я,neg,осилю,осилить,perf,futr,sing,сцену,NOUN,sing,inan,accs,"Если я спела веселую «Зюлейку», значит, что ж, я не осилю грустную сцену со слезой",2003,Людмила Гурченко. Аплодисменты (1994-2003),публицистика | нехудожественная,книга
население,neg,осилит,осилить,perf,futr,sing,сумму,NOUN,sing,inan,accs,Простое население не осилит такую сумму (даже если будет успешно воровать круглые сутки,2003,"Роман Шлейнов. Прокуроры заметили коррупцию в 16 млрд долларов, но не знают, что это такое (2003) // «Новая газета», 23.01.2003",публицистика | нехудожественная,газета
я,neg,осилил,осилить,perf,past,sing,"его, правило",NPRO,sing,inan,accs,"87Митрополит Филарет «Милостивый» (Амфитеатров) имел огромное келейное правило, -- я по молодости попробовал вычитывать его, но не осилил",2003,митрополит Питирим (Нечаев). Русь уходящая (1993-2003),публицистика | нехудожественная,книга
не всякий,pos,осилит,осилить,perf,futr,sing,,,,,,Тут и мужик-то не всякий осилит,2004,"Н. Леонов, А. Макеев. Ментовская крыша (2004)",художественная,книга
[он],pos,осилит,осилить,perf,futr,sing,задачу,NOUN,sing,inan,accs,"Как и с тылом, который конечно же находится на высочайшем уровне, поэтому вполне осилит задачу по своевременному снабжению еще одним наименованием боеприпасов (ведь ПТУРы в пакетах отличаются от ПТУРов, запускаемых из 100-мм пушек",2004,"Боевая подготовка у нас «обозначена флажками»... (2004) // «Солдат удачи», 09.06.2004",публицистика | нехудожественная,журнал
солдат-пехотинец,neg,осилит,осилить,perf,futr,sing,БМП-3,,,,,"Более реален «тюнинг» обычной БМП-2 (нынешний солдат-пехотинец, как ни прискорбно, БМП-3 вряд ли осилит), наподобие того, который предлагает курганский завод (штатное оружие + новый ПТУР + 30-мм АГ",2004,"Боевая подготовка у нас «обозначена флажками»... (2004) // «Солдат удачи», 09.06.2004",публицистика | нехудожественная,журнал
он,neg,осилил,осилить,perf,past,sing,экзамен,NOUN,sing,inan,accs,"Бывает, парень уволится в запас, но мысль, что он не осилил «экзамен на мужика», не дает ему покоя",2004,"Братство краповых беретов (2004) // «Солдат удачи», 07.04.2004",публицистика | нехудожественная,журнал
я,pos,осилила,осилить,perf,past,sing,две штуки,NUMR,,,accs,"Я осилила лишь две штуки: толстое, словно картонное тесто, вместо начинки нечто, напоминающее вареные веревки",2004,Дарья Донцова. Уха из золотой рыбки (2004),художественная,книга
кто,neg,осилит,осилить,perf,futr,sing,путешествие,NOUN,sing,inan,accs,"Не зная усталости, Инка навещает мастеров, тех, кто болен, кто не имеет ног, или так слаб, что путешествие через мегаполис не осилит",2004,Улья Нова. Инка (2004),художественная,книга
экономика,neg,осилит,осилить,perf,futr,sing,строительство,NOUN,sing,inan,accs,"Такие проекты интересны для Московской области, и я думаю, что экономика области сегодня не осилит самостоятельно такое строительство",2004,"Евгений Серегин: «Работы много, но мы справимся!» (2004) // «Мир & Дом. Residence», 15.03.2004",публицистика | нехудожественная,журнал
акробат,pos,осилит,осилить,perf,futr,sing,специальность,NOUN,sing,inan,accs,"Мало кому верилось, что тридцатилетний акробат, по роду своей деятельности никогда с животными не связанный, осилит новую для себя специальность",2004,Вальтер Запашный. Риск. Борьба. Любовь (1998-2004),публицистика | нехудожественная,книга
идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,Александр Гриценко: дорогу осилит идущий,2004,"Л. З. Зорин. Александр Гриценко: дорогу осилит идущий (2004) // «Газовая промышленность», 17.11.2004",публицистика | нехудожественная,журнал
я,pos,осилила,осилить,perf,past,sing,,,,,,"Далеко ((( Мы на Беговой, на метро я бы еще осилила, а вот + автобус -- вряд ли (((",2005,Наши дети: Дошколята и младшие школьники (форум) (2005),электронная коммуникация | нехудожественная,электронный текст
они,neg,осилили,осилить,perf,past,plur,кубометра,NOUN,sing,inan,gent,Они вон кубометра не осилили,2005,Анатолий Приставкин. Вагончик мой дальний (2005),художественная,книга
[я],neg,осилила,осилить,perf,past,sing,одежду,NOUN,sing,inan,accs,"Сегодня в Цум заезжала... какое же там было столпотворение!!!!!!!! очереди в кассу, сотни покупателей и десятки продавцов на один корнер!!!! зашла за парфюмерией, решила ни за что не соваться на 3ий этаж, но там обменник, так что и я зависла... одежду не осилила, а в обуви часа полтора провела... жуть ))) скидки очень ощутимые, велкам!! )))) кстати, в праде увидела сумку как у себя -- с 50% скидкой она стоит дороже, чем я в лас-вегасе купила!!! как так можно наживаться....? про килты -- скажите, если все-таки найдете",2005,Что сейчас модно? (форум) (07.06.2005),электронная коммуникация | нехудожественная,электронный текст
я,pos,осилила,осилить,perf,past,sing,автореферат,NOUN,sing,inan,accs,"Да и вообще я люблю знакомиться с творчеством в любой области, если у меня даже виртуальный контакт с собеседником) Однажды так даже автореферат дисера моей приятельницы с филос.фак-та МГУ осилила)))",2005,"Красота, здоровье, отдых: Медицина и здоровье (форум) (2005)",электронная коммуникация | нехудожественная,электронный текст
ленинградцы,neg,осилят,осилить,perf,futr,plur,хлеб,NOUN,sing,inan,accs,Кукурузный хлеб ленинградцы еще не осилят,2005,Нонна Мордюкова. Казачка (2005),публицистика,книга
я,pos,осилю,осилить,perf,futr,sing,,,,,,"И то, что могут перенести миллионы женщин, осилю и я",2006,Н. В. Нестерова. Избранник Евы (2006),художественная,книга
Меншиков,neg,осилил,осилить,perf,past,sing,грамотности,NOUN,sing,inan,gent,"Далее следует вывод, способный не убедить, а удивить читателя: «Мыслимо ли, чтобы А.Д. Меншиков не осилил элементарной грамотности, не выучился письму, не выучился готовить чертежи, предназначенные к постройке судов; и при всем том не только находился среди избранных «способнейших», на которых возлагал самые заветные свои надежды монарх-реформатор, но и стал первым из них?» (с. 32",2006,"Н. Павленко. Был ли А. Д. Меншиков грамотным? // «Наука и жизнь», 2006",учебно-научная | нехудожественная,журнал
[я],neg,осилила,осилить,perf,past,sing,Мураками,NOUN,sing,anim,accs,"Мураками начала читать, но так и не осилила, даже название книги не помню, бред какой-то (может еще не доросла до таких книжек) ;) Сейчас читаю ""Парфюмер"" Зюскинда",2006,Форум: Что читает молодежь (2006),электронная коммуникация,электронный текст
[я],pos,осилила,осилить,perf,past,sing,Сартра,NOUN,sing,anim,accs,"Считаю тяжелым для чтения Сартра, Кафку... еле осилила в рамках программы университета",2006,Форум: Что читает молодежь (2006),электронная коммуникация,электронный текст
я,pos,осилила,осилить,perf,past,sing,"""Замок"" Кафки",NOUN,sing,,,"Замок ""Кафки?.. я если честно еле осилила",2006,Форум: Что читает молодежь (2006),электронная коммуникация,электронный текст
он,pos,осилил,осилить,perf,past,sing,дорогу,NOUN,sing,inan,accs,Он осилил дорогу,2006,"Леонид Зорин. Восходитель (2005-2006) // «Знамя», 2006",художественная,журнал
Верка,pos,осиливала,осиливать,impf,past,sing,книжки,NOUN,plur,inan,accs,"Недели через две Верка уже сносно читала, а через два месяца, совершенно обезумев от возможности часами жить в сочиненном кем-то, разнообразно прекрасном мире, одну за другой осиливала книжки Сергея, до которых сам он, как презрительно говорил дядя Валя, «еще не дорос",2006,Дина Рубина. На солнечной стороне улицы (1980-2006),художественная,книга
воинство,neg,осилило,осилить,perf,past,sing,питья,NOUN,sing,inan,gent,"Прием был, как обычно, «плотный» -- стояли за фуршетными столами плечо к плечу, но еды хватило, а питья -- не осилило и казачье воинство",2006,С. Н. Есин. Дневник (2006),бытовая | нехудожественная,книга
Пекин,neg,осилит,осилить,perf,futr,sing,его,NOUN,sing,,,"Им казалось, что Пекин не осилит его",2006,"Александр Волков. Великая китайская плотина // «Знание - сила», 2006",публицистика | нехудожественная,журнал
боров,pos,осилит,осилить,perf,futr,sing,,,,,,"Не волнуйся, Макс, -- перебил меня Женя, -- раз боров уверен, боров осилит",2007,Александр Резов. Следы на снегу (2007),художественная,книга
я,pos,осилила,осилить,perf,past,sing,пять штук,NUMR,,,accs,"Я пять штук еле осилила, а вы уже по два десятка",2007,"Святослав Логинов. Марш-бросок по ягодным палестинам // «Наука и жизнь», 2007",публицистика | нехудожественная,журнал
идущий,pos,осилит,осилить,perf,futr,sing,дорогу,NOUN,sing,inan,accs,"Дорогу, сам знаешь, осилит идущий",2007,"Игорь Сахновский. Человек, который знал все (2007)",художественная,книга
я,pos,осилю,осилить,perf,futr,sing,билет,NOUN,sing,inan,accs,Билет я еще осилю,2007,"Зиновий Юрьев. Смертельное бессмертие // «Наука и жизнь», 2007",художественная,журнал
я,pos,осилил,осилить,perf,past,sing,список,NOUN,sing,inan,accs,"Гусейнов Фигрутдин Анвар-Оглы, Гусейнов Аслан Иманведи-Оглы, Джабраилов Рамазан Рустамович, Хайтулаев Рашид Ахмедович, Магомадов Ахмадрасул Хайбулатович, Юсупов Хасан Пануевич…», -- я осилил список до середины",2007,Михаил Елизаров. Библиотекарь (2007),художественная,книга
