username,date,polarity,semi_neg,Y,Meaning,tweet,center,tense
@LattuadaLela,"Apr 18, 2023 · 3:13 PM UTC",pos,,швабру с наждачной бумагой,2.1,"Этот всё сразу сможет сделать.И на бутылке посидит и постреляет,и швабру с наждачной бумагой осилит и всех победит",осилит,fut
@TinaSRapota,"Apr 18, 2023 · 6:21 AM UTC",neg,,столько,,"Кара Мурза в весе потерял,он столько не осилит потому что,вот и срок больше,а пошел бы в Чвк,был бы депутатом госдуры",осилит,fut
@TatarinInCyprus,"Apr 17, 2023 · 6:54 PM UTC",pos,,путь,2.1,Успехов в защите диссера😉 Путь осилит идущий,осилит,fut
@sibiryachogg,"Apr 17, 2023 · 10:32 AM UTC",neg,,это,,Это уже не каждый осилит))),осилит,fut
@miss_Ryska,"Apr 16, 2023 · 9:37 PM UTC",pos,,дорогу,2.1,"""Зелёные беседки"", #WenZhou, капелька ревности и много любви
archiveofourown.org/works/32…

""Собирай меня"", #WeiLan, АУ, в котором Чжао Юньлань забывает
archiveofourown.org/works/24…

""Дорогу осилит идущий"", #АлваДик, Лабиринт
archiveofourown.org/works/42…",осилит,fut
@Val_Scherbak,"Apr 16, 2023 · 4:36 PM UTC",pos,едва ли,такое,2.1,Это супевизорская трехдневка. Один человек едва ли такое осилит:) особенно студент.,осилит,fut
@stJLennon,"Apr 16, 2023 · 1:11 PM UTC",neg,,понятия,3,"Как плоскоземелец не осилит понятия школьной физики, так и шовинист не осилит представления об Праве и европейских ценностях.

Оба невежественны и оба упороты. Одинаково.
Предсказуемо.",осилит,fut
@arrogvanderbilt,"Apr 16, 2023 · 11:53 AM UTC",pos,,дорогу,2.1,"Сейчас нет языка, но со временем будет. И вопрос с часами решаемый. Дорогу осилит идущий. Вам не нужна касса Альди. Вы педиатр, а это огромное преимущество перед многими многими людьми. У вас в руках первоклассный актив.",осилит,fut
@AlonaMakeyvva,"Apr 16, 2023 · 11:11 AM UTC",pos,,такое,2.1,"Прям гарантируешь? Ведь это даже у вермахта не получилось, хотя он был сильнейшей армией в мире относительно своего времени. Думаешь украина, которая уже лишена экономики и промышленности, и может только подачки клянчить - осилит такое?)",осилит,fut
@ImMinday,"Apr 16, 2023 · 9:49 AM UTC",pos,,дорогу,2.1,Кто там говорил: из искры возгорится пламя. Главное начать. Дорогу осилит идущий. Делай что должен и будь как будет,осилит,fut
@proffHachician,"Apr 16, 2023 · 3:49 AM UTC",pos,,4 млн.доносов,2.1,Осилит 4 млн. доносов или будут помогать?,осилит,fut
@gaskoi_N,"Apr 15, 2023 · 8:27 PM UTC",neg,,песни,3,Поколение альфа уже не осилит песни дольше трёх минут,осилит,fut
@chimiset,"Apr 15, 2023 · 8:23 PM UTC",pos,,,,Если найдется время и вдохновение обязательно попробую. Мой мамонт такое точно осилит 🤣,осилит,fut
@1973mikas,"Apr 15, 2023 · 4:52 PM UTC",neg,,уравнение,3,"Могу поспорить, что твой ""мегамозг"" не осилит простейшее уравнение за 4 класс!🤣✌️",осилит,fut
@SandyJe_jnbhvk,"Apr 15, 2023 · 4:25 PM UTC",pos,вряд ли,половину,2.2,"да украина и без процентов не отдаст уже... ну ладно, поколений через 200, может, половину и осилит. и то очень вряд ли",осилит,fut
@horowolfr,"Apr 15, 2023 · 2:42 PM UTC",neg,,дорогу,2.1,"Ты предан, ты предал, забыл и забыт,
Конечно не понят, кому понимать?
Здесь нет никого, и кровавый софит
Опустится в волны, открыв звездопад.
Все эти алмазы - тебе одному,
Никто не осилит дорогу сюда.
Однажды сбежав не вернёшься в тюрьму:
Теряй берега, забывай имена.(с)",осилит,fut
@Alex_Noller,"Apr 15, 2023 · 2:36 PM UTC",pos,,видос,3,"Вспомнил неплохой пример.
Осилит видос твой друк?

Напоминаю: самая эффективная стратегия, если хотите переубедить, это не прямая конфронтация, а если вы друзья, доброжелатель, а то и даже единомышленник, если умеете шлангом прикидываться.
invidious.nl/9WLv8MhetUU",осилит,fut
@Smurov_Valery,"Apr 15, 2023 · 11:56 AM UTC",pos,не каждый,сюжет,3,"Сюжет тут не так прост. Не каждый лоровед осилит 3.3 тому доказательство. Пока только новые вопросы дают, ответы начнём получать наверно , начиная с Натлана, когда встретим Алису. Остальное только в Снежной.",осилит,fut
@cb97racha_skz,"Apr 15, 2023 · 7:44 AM UTC",pos,не каждый,столько информации,3,"когда-нибудь люди поймут разницу групп и бэндов и почему даже в голосованиях у них разные категории, но много букв, понимаю, не каждый осилит столько информации лмао

JYPE RESPOND TO STRAY KIDS FANS #JYPEDoBetterForSKZ #JYP존경스트레이키즈
@stay_support @Stray_Kids",осилит,fut
@Varrkan_V,"Apr 15, 2023 · 7:31 AM UTC",pos,не каждый,прочитать,3,Действительно. Не каждый русский гений осилит прочитать. Там описание дуба на французском в пять томов!🤣,осилит,fut
@dmitriid,"Apr 15, 2023 · 5:19 AM UTC",pos,,,,Будет как с Ирландцем. Кто-то осилит и предложит смотреть кап минисериал:,осилит,fut
@0HUEL,"Apr 14, 2023 · 12:48 PM UTC",pos,,дорогу,2.1,Дорогу осилит идущий,осилит,fut
@C00l_bull,"Apr 14, 2023 · 12:13 PM UTC",neg,,4 млн.доносов,2.1,"Боюсь, все 4 млн. доносов в одиночку он не осилит.",осилит,fut
@dsgnttwrks,"Apr 14, 2023 · 11:11 AM UTC",pos,не каждый,,,"100 лет одиночества. Потому что не каждый осилит, а в магазине я буду сам каждый день по главе вслух читать",осилит,fut
@Dimitri_Savye,"Apr 14, 2023 · 6:37 AM UTC",pos,,дорогу,2.1,Дорогу осилит торчащий,осилит,fut
@besspeka,"Apr 13, 2023 · 11:17 PM UTC",pos,,дорогу,2.1,Дорогу осилит трипующий,осилит,fut
@shishkoviz,"Apr 13, 2023 · 10:38 PM UTC",pos,только,комменты,3,"Такие комменты осилит только твиттер!
А если серьезно то я не понимаю адекватов которые еще остались в ВК! Удаляйтесь!",осилит,fut
@Ann_bird,"Apr 13, 2023 · 8:54 PM UTC",neg,,,,"целиком, мне кажется, сразу никто не осилит, но почему бы нет! Желаю, что бы такое случилось!",осилит,fut
@Victor64116189,"Apr 13, 2023 · 8:06 PM UTC",pos,,дорогу,2.1,"Дорогу осилит идущий. Кончено все получится, было бы желание. Удачи.",осилит,fut
@Pers0naGrata,"Apr 13, 2023 · 1:20 PM UTC",pos,,скважину,2.1,"Там так и не провели газ, но при этом пропала вода.
Т.е. жить там стало невозможно.
Новый хозяин, вероятно, осилит скважину.
У меня не получилось",осилит,fut
@TodayNewsfeed,"Apr 13, 2023 · 9:54 AM UTC",neg,,заплатить,2.2,"Про наш чятик 
Ослы, блядь, слушайте меня внимательно, и зарубите себе на ваших конских ебальниках - нет таких денег которые нормальный пацан не осилит заплатить за тусу со своими единомышленниками Если ты поднимаешь вопрос стоимости входа на тусу, то ты автоматически ИДЁШЬ НАХУЙ",осилит,fut
@anber_dev,"Apr 13, 2023 · 6:27 AM UTC",neg,,,,"Если кто-то хочет на гору, но считает, что не осилит, то есть ещё больше полгода на подготовку, с которой я помогу.",осилит,fut
@iamalexy1,"Apr 13, 2023 · 6:10 AM UTC",neg,,подключение,2.1,"ну ты чо..
во фреше конфигурации сидят с минимальными платформами ВЫШЕ старых ломалок.

а он точно не осилит подключение расширения с понижением требования

+ ему надо будет еще найти дистрибутивы ЗУП и БП такие же как во фреше для создания пустых баз.",осилит,fut
@iamalexy1,"Apr 13, 2023 · 6:04 AM UTC",neg,,виртуалки,2.1,"1. у тебя локальный лом на версии из фреша не работает, ау..виртуалки с ключами он точно не осилит там

2. тупо синхронизация в пустую зуп (чтобы в зуп создаись справочник), затем в БП удаляем все что не нужно (начисления например с проводками) и далее перегружаем. все получится",осилит,fut
@Boris53026763,"Apr 13, 2023 · 2:00 AM UTC",pos,,дорогу,2.1,"Понятно, я был на несколько лет постарше когда переехал в Израиль 🇮🇱. Я учился на иврите, общался с коллегами, думал на иврите. Учиться насухую тяжкий труд, но дорогу осилит идущий, так говорят.",осилит,fut
@olginpapa,"Apr 20, 2023 · 10:20 AM UTC",pos,,почитать,3,"Вообще никто бы не сбивал) Попробуйте статью почитать, а не только заголовок, если осилите)",осилите,fut
@Wvl47CCzPSF73fV,"Apr 20, 2023 · 2:29 AM UTC",pos,,трудности,2.1,"Для начала успокойтесь, Виктория. Паника - не лучший помощник в лечении. Ваши добрые читатели делятся с Вами своим опытом и болеют за Вас. Поверьте, что Вы осилите все трудности, и всё будет хорошо!",осилите,fut
@NasheRadio,"Apr 19, 2023 · 1:10 PM UTC",pos,,сериалы,3,"Потрясающие мини-сериалы, которые вы осилите за вечер: nashe.ru/p/54115",осилите,fut
@SwedPaul,"Apr 18, 2023 · 7:16 PM UTC",pos,,путь,3,"Это я к тому, что ИТ-обучение за много денег в 2023 году, где тебя водят за ручку, бесполезно для абсолютного большинства людей.

Все материалы лежат бесплатно в интернете или на Udemy за 14$. Если вы осилите этот путь, то шансов у будет больше.",осилите,fut
@FjMDnTRXqTT4ZXp,"Apr 17, 2023 · 5:48 AM UTC",pos,,Бахмут,1.1,"Так че ж ты не в Киеве раз вмех уже могилизировали? Ааа, тактическое обсырание, ой всмысле отступление... ой всмысле отрицательное наступление со сверкающими пятками. Когда там Бахмут осилите, рахиты недоношенные? 🤣",осилите,fut
@AviaYang1,"Apr 13, 2023 · 1:30 PM UTC",pos,,,,"Ну почему же , после того как выбросить оккупанта и вступить в НАТО, очень даже помогут, фины строят сейчас, прибалты заканчивают, Польша от белорусской губернии и у нас построят. А вы возвращайтесь потом и стройте нормальную страну, может лет за 50 осилите.",осилите,fut
@zooreflector,"Apr 20, 2023 · 11:56 PM UTC",pos,,это,3,"Ты блять совсем овца тупая? 100k / 140/ 12
На калькуляторе осилишь это, уебище?",осилишь,fut
@11011f4320364b6,"Apr 20, 2023 · 9:15 PM UTC",pos,вряд ли,,,Я просто оставлю это здесь. Но ты вряд-ли осилишь,осилишь,fut
@PYCbEDIHA,"Apr 20, 2023 · 5:25 PM UTC",pos,,прочитать,3,"В Википедии есть список литературы написанный учеными, можешь прочитать если осилишь) А какой истории учат в польше я в курсе)",осилишь,fut
@AS_Russia007,"Apr 20, 2023 · 3:51 PM UTC",pos,,,,"Дефективный, это скан части статьи из Википедии ""Битва за Москву"", пункт 3.8 Помощь союзников. Там и ссылочки найдёшь. 
Сам осилишь, не? ))",осилишь,fut
@stJLennon,"Apr 19, 2023 · 10:25 PM UTC",pos,,,,"Хуяссе! значит шовинист наковырял, наобобщал... нагородил про ""нивиноВАТУ"". Наблюдал жеж)))

А горожу я. Однако...
Все определения можешь узнать в открытых источниках. Если осилишь.",осилишь,fut
@sergius_dnepr,"Apr 19, 2023 · 12:56 PM UTC",neg,,глубину,3,"Ты нищий духом и убог настолько, что даже не осилишь глубину твоего морального разложения. Вас россиян всех поголовно лечить нужно.",осилишь,fut
@nightcollage,"Apr 18, 2023 · 7:47 PM UTC",pos,,дорогу,2.1,"Чем раньше пойдёшь нахуй, тем быстрей осилишь дорогу.",осилишь,fut
@KaydenPub,"Apr 17, 2023 · 10:17 PM UTC",pos,,,,"Рахманинов. Всё, что осилишь.",осилишь,fut
@soulstray,"Apr 17, 2023 · 11:42 AM UTC",pos,хоть,английский,3,"Смотри-ка ты, дилетант, в Британии в восемь раз меньше свободы выражения в соцсетях. Английский хоть осилишь?

Как ты там пафосно хрюкал? За слова? За мысли? Немыслимо!",осилишь,fut
@Ximmmma,"Apr 17, 2023 · 10:08 AM UTC",neg,,,,"Каркассон - база и нестареющая классика. 
Игра престолов - тоже классика на 7-8 часов на игру. Раз в год нормально, на постоянку не осилишь.
Пэчворк - база и нестареющая классика на 2х человек.
Ну и Сопротивление как лучшую игру на социальное взаимодействие, а лучше - Авалон.",осилишь,fut
@MAGordeev,"Apr 16, 2023 · 11:49 PM UTC",neg,,такое,,"Не, ты такое не осилишь.",осилишь,fut
@SanSYS,"Apr 16, 2023 · 9:10 PM UTC",pos,сомневаюсь,анафем,3,"Нил Стивенсон – Анафем, лучший, имхо, но сомневаюсь, что осилишь

Фредерик Пол – Врата, оч неплохо, только следует учитывать год написания

Уильям Гибсон – Нейромант, в топку матрицу

Энди Вэйер – Марсианин, написал программист, самое лёгкое и забавное чтиво из списка",осилишь,fut
@Baba_stoporom,"Apr 15, 2023 · 10:24 AM UTC",pos,,,,По два в день? Осилишь?),осилишь,fut
@serial_jane,"Apr 14, 2023 · 10:38 PM UTC",neg,,30 часов,3,"The Swarm (2023–2023)
#IMDb

досмотрела наконец этот сериал (аудиокнигу на 1/3 прослушала, всё-таки 30 часов на немецком так быстро не осилишь).

так вот, про сериал. получился фейспалм на фейспалме (хотя в книге пока всё неплохо). imdb.com/title/tt0808491/",осилишь,fut
@sHPAnSOFRhCSyZJ,"Apr 14, 2023 · 2:45 PM UTC",pos,,,,"Я: Аеее, хср выходит скоро)
Армейский интернет: Ты уверенна, что осилишь, дорогуша)?
Ебанный тикшув и ебанные жмыхуйло блять)❤️",осилишь,fut
@MasterSteve8848,"Apr 13, 2023 · 6:48 AM UTC",pos,,пятый пантеон,2.1,"Если осилишь пятый пантеон, то да.",осилишь,fut
@CassaundraLenna,"Apr 20, 2023 · 7:39 AM UTC",neg,,противостояние,2.1,США не осилят противостояние с двумя державами она с одной не справляется то о чём может идти речь ?,осилят,fut
@tlenovich,"Apr 19, 2023 · 4:58 PM UTC",pos,,сюжетку,3,"Когда-нибудь они смогут, когда-нибудь они осилят сюжетку с цирком",осилят,fut
@KonanDoyl1,"Apr 18, 2023 · 2:57 PM UTC",pos,,дорогу,2.1,"Каждому свое.

Пусть каждый получит сполна.

Всему свое время.

Дорогу осилят идущие, через тернии к звёздам. 

Сквозь относительное к абсолютному.",осилят,fut
@Mossad_Russia,"Apr 18, 2023 · 9:45 AM UTC",neg,,,,"А что, стейблкоины отменили?!
Или дремучие орки этого не осилят?
Те, что бухают по деревням и ебеням и так нихуя не имеют!",осилят,fut
@cnt_nss,"Apr 16, 2023 · 8:19 PM UTC",neg,,понять,3,"Вы - лучшее подтверждение.
Жаль, что шариковские мозги этого не осилят понять.",осилят,fut
@Xenia8888888,"Apr 16, 2023 · 5:08 PM UTC",neg,,,,"Я тоже не могу себе этого представить.К сожалению,сами они этого на осилят.Со сталинскими гулагами тоже не хотели разбираться,архивы не открыли,с советским режимом не разобрались.А что уже говорить про Украину.Так и будут внушать себе сказки про украинских нацистов",осилят,fut
@medpropaganda,"Apr 16, 2023 · 6:52 AM UTC",pos,вряд ли,столько водки,4,"А сколько злобы в глазищах... И, да, столько водки мужики вряд ли осилят....",осилят,fut
@StayleyR,"Apr 15, 2023 · 4:49 PM UTC",neg,,статью,3,"Дебилоиды всю статью не осилят, как обычно",осилят,fut
@Taiskaya_,"Apr 15, 2023 · 4:21 PM UTC",neg,,книгу,2.1,"К сожалению, у меня по работе столько документации,  что мои глаза сейчас книгу не осилят",осилят,fut
@dyb4hzvo,"Apr 15, 2023 · 12:45 PM UTC",pos,,ее,3,"26 лет назад я пошёл из третьего класса сразу в пятый бо союз перед самым развалом успел перейти на одинадцатилетнюю систему обучения, но было решено что осилят её за десять лет.",осилят,fut
@Katja_ket,"Apr 15, 2023 · 12:01 PM UTC",pos,,,,"совок - это ты, 🤡, c 1917. Бессмертная классика, каждое тупое💩 мнит себя умником.Тут много буков,  сомневающиеся и умные осилят, такое как ты,  вряд ли. 
ru.bellingcat.com/novosti/20…",осилят,fut
@Mistersstart,"Apr 14, 2023 · 1:45 PM UTC",pos,,осмысление,3,"Глупый вопрос... Отвечу тебе наводящим вопросом - а ты против штрафных батальонов шкура, которые тоже принимали участие в ВОВ? Извилины твои осилят сие осмысление?🤔",осилят,fut
@v_vdkdr,"Apr 14, 2023 · 12:47 PM UTC",pos,,,,"Завтра осилят, я вам отвечаю",осилят,fut
@SmIrNyGa,"Apr 13, 2023 · 7:40 PM UTC",pos,,,,NYR не осилят... Очень интересно посмотреть на Бостон не в регулярке и Эдмонтон.,осилят,fut
@PtichkaFo,"Apr 13, 2023 · 3:24 PM UTC",pos,,,,"плохо понимаете письменную русскую речь?  сочувствую. попробуйте перечитать несколько раз.
или обратитесь к ботоводам коллег. может, они осилят (хотя, вряд ли, конечно).",осилят,fut
